ID,TotalDollarValueTraded,TotalUnitsTraded,LargestSingleTransaction,SmallestSingleTransaction,PercentChangeCalculation,DaysSinceLastLogin,DaysSinceLastTrade,NetRealizedGains_YTD,NetRealizedLosses_YTD
1258,21332.13,87,10666.065,1066.6065,21.75,1,7,0,1066.6065
1259,870.09,11,217.5225,21.75225,1.65,5,11,0,21.75225
1260,18021.8,136,9010.9,901.09,34,4,10,0,901.09
1261,8090.81,13,2022.7025,202.27025,1.95,5,18,0,404.5405
1262,23562.36,206,11781.18,1178.118,51.5,2,8,1178.118,0
1263,12451.25,46,6225.625,622.5625,11.5,2,8,622.5625,0
1264,26522.65,32,13261.325,1326.1325,8,1,5,0,1326.1325
1265,20222.02,13,10111.01,1011.101,3.25,2,5,1011.101,0
1266,9380.94,38,2345.235,234.5235,5.7,3,18,0,469.047
1267,9650.97,6,2412.7425,241.27425,0.9,4,12,0,241.27425
1268,17441.74,49,8720.87,872.087,12.25,4,8,0,872.087
1269,22392.24,178,11196.12,1119.612,44.5,5,6,1119.612,0
1270,11541.15,22,5770.575,577.0575,5.5,3,7,577.0575,0
1271,14831.48,25,7415.74,741.574,6.25,5,8,0,741.574
1272,20452.05,39,10226.025,1022.6025,9.75,1,8,0,1022.6025
1273,29442.94,104,14721.47,1472.147,26,5,6,0,1472.147
1274,22382.24,40,11191.12,1119.112,10,2,6,1119.112,0
1275,16041.6,10,8020.8,802.08,2.5,4,6,0,802.08
1276,3750.38,11,937.595,93.7595,1.65,1,16,0,187.519
1277,25532.55,179,12766.275,1276.6275,44.75,3,5,0,1276.6275
1278,27972.8,58,13986.4,1398.64,14.5,1,7,1398.64,0
1279,22792.28,20,11396.14,1139.614,5,5,5,1139.614,0
1280,29862.99,52,14931.495,1493.1495,13,5,5,0,1493.1495
1281,27722.77,57,13861.385,1386.1385,14.25,5,7,0,1386.1385
1282,3040.3,44,760.075,76.0075,6.6,1,17,0,152.015
1283,22152.22,34,11076.11,1107.611,8.5,2,6,1107.611,0
1284,29442.94,104,14721.47,1472.147,26,4,6,1472.147,0
1285,22382.24,40,11191.12,1119.112,10,5,9,0,1119.112
1286,16041.6,10,8020.8,802.08,2.5,5,10,802.08,0
1287,3750.38,11,937.595,93.7595,1.65,2,10,0,93.7595
1288,25532.55,179,12766.275,1276.6275,44.75,2,8,0,1276.6275
1289,27972.8,58,13986.4,1398.64,14.5,1,6,1398.64,0
1290,22792.28,20,11396.14,1139.614,5,4,8,0,1139.614
1291,29862.99,52,14931.495,1493.1495,13,1,6,1493.1495,0
1292,27722.77,57,13861.385,1386.1385,14.25,3,5,0,1386.1385
1293,3040.3,44,760.075,76.0075,6.6,1,13,0,76.0075
1294,22152.22,34,11076.11,1107.611,8.5,2,5,1107.611,0
1295,22662.27,27,11331.135,1133.1135,6.75,1,7,1133.1135,0
1296,8360.84,39,2090.21,209.021,5.85,2,17,0,418.042
1297,6110.61,58,1527.6525,152.76525,8.7,3,12,0,152.76525
1298,7450.75,196,1862.6875,186.26875,29.4,2,16,0,372.5375
1299,26992.7,13,13496.35,1349.635,3.25,3,10,1349.635,0
1300,22472.25,28,11236.125,1123.6125,7,2,9,0,1123.6125
1301,13051.31,36,6525.655,652.5655,9,3,5,0,652.5655
1302,29922.99,8,14961.495,1496.1495,2,1,10,0,1496.1495
1303,27422.74,23,13711.37,1371.137,5.75,4,6,0,1371.137
1304,11961.2,25,5980.6,598.06,6.25,5,10,0,598.06
1305,16011.6,10,8005.8,800.58,2.5,1,6,800.58,0
1306,10361.04,57,5180.52,518.052,14.25,2,5,0,518.052
1307,29432.94,10,14716.47,1471.647,2.5,5,6,0,1471.647
1308,11911.19,95,5955.595,595.5595,23.75,1,6,0,595.5595
1309,290.03,22,72.5075,7.25075,3.3,1,12,0,7.25075
1310,25942.59,32,12971.295,1297.1295,8,1,9,1297.1295,0
1311,29642.96,90,14821.48,1482.148,22.5,3,9,0,1482.148
1312,15251.53,70,7625.765,762.5765,17.5,4,5,762.5765,0
1313,5830.58,63,1457.645,145.7645,9.45,2,12,0,145.7645
1314,6080.61,30,1520.1525,152.01525,4.5,5,10,0,152.01525
1315,17581.76,8,8790.88,879.088,2,3,8,879.088,0
1316,13561.36,144,6780.68,678.068,36,5,7,0,678.068
1317,10911.09,93,5455.545,545.5545,23.25,1,5,0,545.5545
1318,22482.25,151,11241.125,1124.1125,37.75,3,7,1124.1125,0
1319,15701.57,8,7850.785,785.0785,2,2,7,785.0785,0
1320,13721.37,11,6860.685,686.0685,2.75,2,10,0,686.0685
1321,25182.52,252,12591.26,1259.126,63,4,7,0,1259.126
1322,3930.39,26,982.5975,98.25975,3.9,5,19,0,196.5195
1323,17481.75,39,8740.875,874.0875,9.75,2,10,874.0875,0
1324,22872.29,103,11436.145,1143.6145,25.75,3,8,1143.6145,0
1325,4980.5,258,1245.125,124.5125,38.7,3,13,0,124.5125
1326,14941.49,149,7470.745,747.0745,37.25,4,8,0,747.0745
1327,20412.04,80,10206.02,1020.602,20,2,6,0,1020.602
1328,12341.23,7,6170.615,617.0615,1.75,1,9,0,617.0615
1329,8740.87,22,2185.2175,218.52175,3.3,1,14,0,218.52175
1330,21942.19,256,10971.095,1097.1095,64,1,6,1097.1095,0
1331,28422.84,113,14211.42,1421.142,28.25,3,10,0,1421.142
1332,1520.15,29,380.0375,38.00375,4.35,3,12,0,38.00375
1333,18971.9,104,9485.95,948.595,26,3,6,0,948.595
1334,18941.89,25,9470.945,947.0945,6.25,4,8,0,947.0945
1335,26402.64,17,13201.32,1320.132,4.25,4,10,1320.132,0
1336,45004.5,8,22502.25,2250.225,2,1,5,0,2250.225
1337,690.07,112,172.5175,17.25175,16.8,2,10,0,17.25175
1338,19241.92,118,9620.96,962.096,29.5,4,7,0,962.096
1339,17011.7,27,8505.85,850.585,6.75,4,9,850.585,0
1340,10871.09,32,5435.545,543.5545,8,1,5,543.5545,0
1341,21872.19,192,10936.095,1093.6095,48,2,6,1093.6095,0
1342,8650.87,77,2162.7175,216.27175,11.55,5,19,0,432.5435
1343,20862.09,19,10431.045,1043.1045,4.75,1,8,0,1043.1045
1344,15321.53,6,7660.765,766.0765,1.5,3,5,0,766.0765
1345,17491.75,106,8745.875,874.5875,26.5,4,10,874.5875,0
1346,8580.86,37,2145.215,214.5215,5.55,1,16,0,429.043
1347,11141.11,12,5570.555,557.0555,3,5,5,557.0555,0
1348,2400.24,50,600.06,60.006,7.5,4,18,0,120.012
1349,9900.99,8,2475.2475,247.52475,1.2,2,11,0,247.52475
1350,5590.56,23,1397.64,139.764,3.45,2,12,0,139.764
1351,0,0,0,0,0,0,0,0,0
1352,33003.3,160,16501.65,1650.165,40,1,9,0,1650.165
1353,2840.28,24,710.07,71.007,3.6,2,14,0,71.007
1354,22462.25,43,11231.125,1123.1125,10.75,4,9,1123.1125,0
1355,1030.1,83,257.525,25.7525,12.45,1,14,0,25.7525
1356,3760.38,5,940.095,94.0095,0.75,1,18,0,188.019
1357,20892.09,106,10446.045,1044.6045,26.5,2,6,0,1044.6045
1358,28002.8,262,14001.4,1400.14,65.5,5,6,1400.14,0
1359,22202.22,82,11101.11,1110.111,20.5,4,7,1110.111,0
1360,11721.17,5,5860.585,586.0585,1.25,4,7,586.0585,0
1361,8560.86,99,2140.215,214.0215,14.85,2,19,0,428.043
1362,25772.58,26,12886.29,1288.629,6.5,1,10,1288.629,0
1363,39003.9,154,19501.95,1950.195,38.5,3,10,0,1950.195
1364,59005.9,61,29502.95,2950.295,15.25,4,10,0,2950.295
1365,43004.3,35,21502.15,2150.215,8.75,1,9,2150.215,0
1366,14001.4,9,7000.7,700.07,2.25,3,8,700.07,0
1367,42004.2,38,21002.1,2100.21,9.5,2,6,2100.21,0
1368,28452.85,106,14226.425,1422.6425,26.5,2,6,1422.6425,0
1369,13961.4,96,6980.7,698.07,24,5,5,0,698.07
1370,21002.1,6,10501.05,1050.105,1.5,3,10,0,1050.105
1371,29492.95,13,14746.475,1474.6475,3.25,3,8,0,1474.6475
1372,3670.37,25,917.5925,91.75925,3.75,4,10,0,91.75925
1373,5030.5,76,1257.625,125.7625,11.4,1,10,0,125.7625
1374,21412.14,85,10706.07,1070.607,21.25,2,7,1070.607,0
1375,3010.3,37,752.575,75.2575,5.55,2,18,0,150.515
1376,20922.09,9,10461.045,1046.1045,2.25,5,5,0,1046.1045
1377,3300.33,40,825.0825,82.50825,6,5,10,0,82.50825
1378,18601.86,8,9300.93,930.093,2,1,6,0,930.093
1379,20832.08,117,10416.04,1041.604,29.25,4,9,0,1041.604
1380,21642.16,87,10821.08,1082.108,21.75,4,8,0,1082.108
1381,13351.34,8,6675.67,667.567,2,4,9,0,667.567
1382,490.05,15,122.5125,12.25125,2.25,3,11,0,12.25125
1383,28702.87,60,14351.435,1435.1435,15,4,9,0,1435.1435
1384,24242.42,5,12121.21,1212.121,1.25,1,6,0,1212.121
1385,28822.88,97,14411.44,1441.144,24.25,5,9,1441.144,0
1386,29932.99,40,14966.495,1496.6495,10,5,9,1496.6495,0
1387,29112.91,9,14556.455,1455.6455,2.25,5,8,0,1455.6455
1388,13471.35,40,6735.675,673.5675,10,1,9,0,673.5675
1389,23502.35,10,11751.175,1175.1175,2.5,4,9,0,1175.1175
1390,16141.61,126,8070.805,807.0805,31.5,2,9,0,807.0805
1391,16021.6,114,8010.8,801.08,28.5,3,5,801.08,0
1392,7740.77,6,1935.1925,193.51925,0.9,5,14,0,193.51925
1393,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065,0
1394,870.09,11,217.5225,21.75225,1.65,2,17,0,43.5045
1395,18021.8,136,9010.9,901.09,34,5,6,0,901.09
1396,8090.81,13,2022.7025,202.27025,1.95,3,16,0,404.5405
1397,23562.36,206,11781.18,1178.118,51.5,2,5,0,1178.118
1398,2800.28,11,700.07,70.007,1.65,1,18,0,140.014
1399,12451.25,46,6225.625,622.5625,11.5,1,10,622.5625,0
1400,26522.65,32,13261.325,1326.1325,8,3,8,1326.1325,0
1401,20222.02,13,10111.01,1011.101,3.25,1,7,0,1011.101
1402,9380.94,38,2345.235,234.5235,5.7,2,11,0,234.5235
1403,9650.97,6,2412.7425,241.27425,0.9,5,18,0,482.5485
1404,17441.74,49,8720.87,872.087,12.25,1,7,0,872.087
1405,22392.24,178,11196.12,1119.612,44.5,4,9,0,1119.612
1406,11541.15,22,5770.575,577.0575,5.5,2,6,0,577.0575
1407,14831.48,25,7415.74,741.574,6.25,2,7,741.574,0
1408,20452.05,39,10226.025,1022.6025,9.75,3,9,1022.6025,0
1409,29442.94,104,14721.47,1472.147,26,4,5,0,1472.147
1410,22382.24,40,11191.12,1119.112,10,2,10,1119.112,0
1411,16041.6,10,8020.8,802.08,2.5,2,6,0,802.08
1412,3750.38,11,937.595,93.7595,1.65,5,16,0,187.519
1413,25532.55,179,12766.275,1276.6275,44.75,5,6,1276.6275,0
1414,29282.93,40,14641.465,1464.1465,10,1,7,0,1464.1465
1415,27972.8,58,13986.4,1398.64,14.5,5,8,1398.64,0
1416,26682.67,9,13341.335,1334.1335,2.25,5,6,1334.1335,0
1417,28212.82,8,14106.41,1410.641,2,5,8,0,1410.641
1418,22792.28,20,11396.14,1139.614,5,2,8,1139.614,0
1419,17211.72,31,8605.86,860.586,7.75,5,7,860.586,0
1420,17001.7,137,8500.85,850.085,34.25,5,10,850.085,0
1421,29862.99,52,14931.495,1493.1495,13,5,7,1493.1495,0
1422,27722.77,57,13861.385,1386.1385,14.25,5,5,0,1386.1385
1423,28422.84,84,14211.42,1421.142,21,5,5,0,1421.142
1424,17061.71,41,8530.855,853.0855,10.25,5,6,0,853.0855
1425,3040.3,44,760.075,76.0075,6.6,5,20,0,152.015
1426,22152.22,34,11076.11,1107.611,8.5,2,8,1107.611,0
1427,20972.1,13,10486.05,1048.605,3.25,2,5,0,1048.605
1428,11641.16,74,5820.58,582.058,18.5,1,6,582.058,0
1429,22662.27,27,11331.135,1133.1135,6.75,4,5,1133.1135,0
1430,8360.84,39,2090.21,209.021,5.85,5,11,0,209.021
1431,6110.61,58,1527.6525,152.76525,8.7,3,15,0,305.5305
1432,17371.74,51,8685.87,868.587,12.75,3,5,0,868.587
1433,2650.27,17,662.5675,66.25675,2.55,1,12,0,66.25675
1434,370.04,28,92.51,9.251,4.2,4,15,0,18.502
1435,7450.75,196,1862.6875,186.26875,29.4,5,12,0,186.26875
1436,26992.7,13,13496.35,1349.635,3.25,1,9,1349.635,0
1437,28922.89,45,14461.445,1446.1445,11.25,5,9,0,1446.1445
1438,9570.96,111,2392.74,239.274,16.65,5,18,0,478.548
1439,22472.25,28,11236.125,1123.6125,7,4,8,0,1123.6125
1440,13051.31,36,6525.655,652.5655,9,5,7,0,652.5655
1441,29922.99,8,14961.495,1496.1495,2,2,7,0,1496.1495
1442,27422.74,23,13711.37,1371.137,5.75,4,5,1371.137,0
1443,11961.2,25,5980.6,598.06,6.25,3,9,598.06,0
1444,16011.6,10,8005.8,800.58,2.5,3,7,0,800.58
1445,10361.04,57,5180.52,518.052,14.25,1,10,0,518.052
1446,29432.94,10,14716.47,1471.647,2.5,3,10,1471.647,0
1447,11911.19,95,5955.595,595.5595,23.75,1,9,595.5595,0
1448,290.03,22,72.5075,7.25075,3.3,3,15,0,7.25075
1449,25942.59,32,12971.295,1297.1295,8,4,10,1297.1295,0
1450,29642.96,90,14821.48,1482.148,22.5,3,8,0,1482.148
1451,15251.53,70,7625.765,762.5765,17.5,2,9,0,762.5765
1452,5830.58,63,1457.645,145.7645,9.45,5,16,0,291.529
1453,6080.61,30,1520.1525,152.01525,4.5,4,19,0,304.0305
1454,17581.76,8,8790.88,879.088,2,4,9,0,879.088
1455,13561.36,144,6780.68,678.068,36,3,9,0,678.068
1456,10911.09,93,5455.545,545.5545,23.25,1,7,545.5545,0
1457,22482.25,151,11241.125,1124.1125,37.75,1,9,0,1124.1125
1458,15701.57,8,7850.785,785.0785,2,5,5,0,785.0785
1459,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685,0
1460,25182.52,252,12591.26,1259.126,63,2,6,0,1259.126
1461,3930.39,26,982.5975,98.25975,3.9,5,13,0,98.25975
1462,17481.75,39,8740.875,874.0875,9.75,3,6,874.0875,0
1463,22872.29,103,11436.145,1143.6145,25.75,4,9,1143.6145,0
1464,4980.5,258,1245.125,124.5125,38.7,3,14,0,124.5125
1465,14941.49,149,7470.745,747.0745,37.25,1,7,747.0745,0
1466,20412.04,80,10206.02,1020.602,20,5,5,0,1020.602
1467,12341.23,7,6170.615,617.0615,1.75,1,9,0,617.0615
1468,8740.87,22,2185.2175,218.52175,3.3,5,12,0,218.52175
1469,21942.19,256,10971.095,1097.1095,64,5,10,1097.1095,0
1470,28422.84,113,14211.42,1421.142,28.25,5,10,0,1421.142
1471,7500.75,71,1875.1875,187.51875,10.65,5,16,0,375.0375
1472,18971.9,104,9485.95,948.595,26,2,9,0,948.595
1473,18941.89,25,9470.945,947.0945,6.25,2,5,947.0945,0
1474,26402.64,17,13201.32,1320.132,4.25,3,7,1320.132,0
1475,45004.5,8,22502.25,2250.225,2,5,7,2250.225,0
1476,690.07,112,172.5175,17.25175,16.8,1,19,0,34.5035
1477,19241.92,118,9620.96,962.096,29.5,3,10,0,962.096
1478,17011.7,27,8505.85,850.585,6.75,2,9,0,850.585
1479,10871.09,32,5435.545,543.5545,8,1,5,543.5545,0
1480,21872.19,192,10936.095,1093.6095,48,4,5,1093.6095,0
1481,8650.87,77,2162.7175,216.27175,11.55,4,18,0,432.5435
1482,20862.09,19,10431.045,1043.1045,4.75,5,8,0,1043.1045
1483,15321.53,6,7660.765,766.0765,1.5,5,6,0,766.0765
1484,17491.75,106,8745.875,874.5875,26.5,1,10,874.5875,0
1485,8580.86,37,2145.215,214.5215,5.55,2,15,0,214.5215
1486,11141.11,12,5570.555,557.0555,3,1,5,557.0555,0
1487,2400.24,50,600.06,60.006,7.5,5,17,0,120.012
1488,0,0,0,0,0,0,0,0,0
1489,9900.99,8,2475.2475,247.52475,1.2,2,18,0,495.0495
1490,5590.56,23,1397.64,139.764,3.45,3,14,0,139.764
1491,0,0,0,0,0,0,0,0,0
1492,29002.9,160,14501.45,1450.145,40,2,7,1450.145,0
1493,2840.28,24,710.07,71.007,3.6,5,19,0,142.014
1494,22462.25,43,11231.125,1123.1125,10.75,2,8,0,1123.1125
1495,1030.1,83,257.525,25.7525,12.45,4,15,0,25.7525
1496,3760.38,5,940.095,94.0095,0.75,1,17,0,188.019
1497,20892.09,106,10446.045,1044.6045,26.5,4,7,1044.6045,0
1498,45004.5,262,22502.25,2250.225,65.5,3,6,2250.225,0
1499,22202.22,82,11101.11,1110.111,20.5,5,5,0,1110.111
1500,11721.17,5,5860.585,586.0585,1.25,3,5,0,586.0585
1501,8560.86,99,2140.215,214.0215,14.85,5,16,0,428.043
1502,33003.3,26,16501.65,1650.165,6.5,3,8,0,1650.165
1503,28002.8,154,14001.4,1400.14,38.5,3,9,1400.14,0
1504,25772.58,61,12886.29,1288.629,15.25,3,6,0,1288.629
1505,38003.8,35,19001.9,1900.19,8.75,4,7,1900.19,0
1506,14001.4,9,7000.7,700.07,2.25,4,5,700.07,0
1507,39003.9,38,19501.95,1950.195,9.5,3,7,0,1950.195
1508,28452.85,106,14226.425,1422.6425,26.5,3,8,1422.6425,0
1509,13961.4,96,6980.7,698.07,24,5,6,698.07,0
1510,21002.1,6,10501.05,1050.105,1.5,4,8,1050.105,0
1511,29492.95,13,14746.475,1474.6475,3.25,4,9,0,1474.6475
1512,3670.37,25,917.5925,91.75925,3.75,5,15,0,91.75925
1513,5030.5,76,1257.625,125.7625,11.4,2,13,0,125.7625
1514,21412.14,85,10706.07,1070.607,21.25,5,6,0,1070.607
1515,3010.3,37,752.575,75.2575,5.55,3,15,0,150.515
1516,20922.09,9,10461.045,1046.1045,2.25,4,6,1046.1045,0
1517,3300.33,40,825.0825,82.50825,6,1,15,0,165.0165
1518,18601.86,8,9300.93,930.093,2,2,10,0,930.093
1519,20832.08,117,10416.04,1041.604,29.25,4,8,0,1041.604
1520,21642.16,87,10821.08,1082.108,21.75,3,5,0,1082.108
1521,13351.34,8,6675.67,667.567,2,5,10,667.567,0
1522,490.05,15,122.5125,12.25125,2.25,4,17,0,24.5025
1523,28702.87,60,14351.435,1435.1435,15,1,7,0,1435.1435
1524,24242.42,5,12121.21,1212.121,1.25,3,5,1212.121,0
1525,28822.88,97,14411.44,1441.144,24.25,1,8,0,1441.144
1526,29932.99,40,14966.495,1496.6495,10,1,10,0,1496.6495
1527,29112.91,9,14556.455,1455.6455,2.25,3,10,1455.6455,0
1528,13471.35,40,6735.675,673.5675,10,2,7,673.5675,0
1529,23502.35,10,11751.175,1175.1175,2.5,2,6,0,1175.1175
1530,16141.61,126,8070.805,807.0805,31.5,1,7,807.0805,0
1531,16021.6,114,8010.8,801.08,28.5,3,6,801.08,0
1532,7740.77,6,1935.1925,193.51925,0.9,2,15,0,387.0385
1533,21332.13,87,10666.065,1066.6065,21.75,4,7,0,1066.6065
1534,870.09,11,217.5225,21.75225,1.65,5,16,0,43.5045
1535,18021.8,136,9010.9,901.09,34,4,10,901.09,0
1536,8090.81,13,2022.7025,202.27025,1.95,3,17,0,404.5405
1537,23562.36,206,11781.18,1178.118,51.5,2,7,0,1178.118
1538,12451.25,46,6225.625,622.5625,11.5,1,6,0,622.5625
1539,26522.65,32,13261.325,1326.1325,8,2,8,1326.1325,0
1540,20222.02,13,10111.01,1011.101,3.25,2,8,1011.101,0
1541,9380.94,38,2345.235,234.5235,5.7,5,13,0,234.5235
1542,9650.97,6,2412.7425,241.27425,0.9,4,20,0,482.5485
1543,17441.74,49,8720.87,872.087,12.25,1,5,0,872.087
1544,22392.24,178,11196.12,1119.612,44.5,5,8,0,1119.612
1545,11541.15,22,5770.575,577.0575,5.5,1,9,0,577.0575
1546,23562.36,206,11781.18,1178.118,51.5,4,7,1178.118,0
1547,2800.28,11,700.07,70.007,1.65,4,17,0,140.014
1548,12451.25,46,6225.625,622.5625,11.5,5,9,0,622.5625
1549,26522.65,32,13261.325,1326.1325,8,1,5,1326.1325,0
1550,20222.02,13,10111.01,1011.101,3.25,3,7,1011.101,0
1551,9380.94,38,2345.235,234.5235,5.7,3,20,0,469.047
1552,9650.97,6,2412.7425,241.27425,0.9,3,19,0,482.5485
1553,17441.74,49,8720.87,872.087,12.25,1,7,872.087,0
1554,22392.24,178,11196.12,1119.612,44.5,2,8,0,1119.612
1555,11541.15,22,5770.575,577.0575,5.5,2,10,577.0575,0
1556,14831.48,25,7415.74,741.574,6.25,1,8,0,741.574
1557,20452.05,39,10226.025,1022.6025,9.75,3,5,1022.6025,0
1558,6080.61,8,1520.1525,152.01525,1.2,1,16,0,304.0305
1559,24422.44,35,12211.22,1221.122,8.75,3,6,1221.122,0
1560,17131.71,12,8565.855,856.5855,3,3,9,856.5855,0
1561,2150.22,85,537.555,53.7555,12.75,3,15,0,53.7555
1562,29442.94,104,14721.47,1472.147,26,1,6,0,1472.147
1563,5100.51,50,1275.1275,127.51275,7.5,1,14,0,127.51275
1564,11621.16,16,5810.58,581.058,4,5,10,0,581.058
1565,10101.01,9,5050.505,505.0505,2.25,3,8,505.0505,0
1566,22382.24,40,11191.12,1119.112,10,5,5,0,1119.112
1567,16041.6,10,8020.8,802.08,2.5,1,6,0,802.08
1568,3750.38,11,937.595,93.7595,1.65,4,10,0,93.7595
1569,25532.55,179,12766.275,1276.6275,44.75,4,8,1276.6275,0
1570,29282.93,40,14641.465,1464.1465,10,4,10,1464.1465,0
1571,27972.8,58,13986.4,1398.64,14.5,4,5,1398.64,0
1572,26682.67,9,13341.335,1334.1335,2.25,2,6,0,1334.1335
1573,28212.82,8,14106.41,1410.641,2,4,10,1410.641,0
1574,22792.28,20,11396.14,1139.614,5,5,10,1139.614,0
1575,17211.72,31,8605.86,860.586,7.75,3,7,860.586,0
1576,29862.99,52,14931.495,1493.1495,13,2,9,0,1493.1495
1577,27722.77,57,13861.385,1386.1385,14.25,5,6,1386.1385,0
1578,3040.3,44,760.075,76.0075,6.6,4,11,0,76.0075
1579,22152.22,34,11076.11,1107.611,8.5,5,7,0,1107.611
1580,22662.27,27,11331.135,1133.1135,6.75,1,10,1133.1135,0
1581,6110.61,58,1527.6525,152.76525,8.7,4,20,0,305.5305
1582,26992.7,13,13496.35,1349.635,3.25,4,6,0,1349.635
1583,22472.25,28,11236.125,1123.6125,7,3,9,0,1123.6125
1584,13051.31,36,6525.655,652.5655,9,5,8,652.5655,0
1585,29922.99,8,14961.495,1496.1495,2,3,6,1496.1495,0
1586,27422.74,23,13711.37,1371.137,5.75,3,9,0,1371.137
1587,11961.2,25,5980.6,598.06,6.25,1,8,598.06,0
1588,16011.6,10,8005.8,800.58,2.5,4,5,800.58,0
1589,10361.04,57,5180.52,518.052,14.25,5,7,0,518.052
1590,29432.94,10,14716.47,1471.647,2.5,2,9,1471.647,0
1591,11911.19,95,5955.595,595.5595,23.75,2,9,595.5595,0
1592,290.03,22,72.5075,7.25075,3.3,3,15,0,14.5015
1593,25942.59,32,12971.295,1297.1295,8,3,10,1297.1295,0
1594,29642.96,90,14821.48,1482.148,22.5,4,6,1482.148,0
1595,15251.53,70,7625.765,762.5765,17.5,2,10,0,762.5765
1596,5830.58,63,1457.645,145.7645,9.45,4,18,0,291.529
1597,6080.61,30,1520.1525,152.01525,4.5,1,19,0,304.0305
1598,17581.76,8,8790.88,879.088,2,1,10,0,879.088
1599,13561.36,144,6780.68,678.068,36,3,6,678.068,0
1600,10911.09,93,5455.545,545.5545,23.25,3,5,545.5545,0
1601,22482.25,151,11241.125,1124.1125,37.75,3,9,0,1124.1125
1602,15701.57,8,7850.785,785.0785,2,5,6,0,785.0785
1603,13721.37,11,6860.685,686.0685,2.75,4,8,686.0685,0
1604,25182.52,252,12591.26,1259.126,63,3,6,0,1259.126
1605,3930.39,26,982.5975,98.25975,3.9,1,18,0,196.5195
1606,17481.75,39,8740.875,874.0875,9.75,4,7,874.0875,0
1607,22872.29,103,11436.145,1143.6145,25.75,5,5,1143.6145,0
1608,4980.5,258,1245.125,124.5125,38.7,1,15,0,124.5125
1609,14941.49,149,7470.745,747.0745,37.25,4,10,747.0745,0
1610,20412.04,80,10206.02,1020.602,20,4,10,0,1020.602
1611,12341.23,7,6170.615,617.0615,1.75,2,9,617.0615,0
1612,8740.87,22,2185.2175,218.52175,3.3,1,16,0,437.0435
1613,21942.19,256,10971.095,1097.1095,64,4,9,1097.1095,0
1614,28422.84,113,14211.42,1421.142,28.25,1,8,0,1421.142
1615,18971.9,104,9485.95,948.595,26,5,6,948.595,0
1616,18941.89,25,9470.945,947.0945,6.25,3,9,0,947.0945
1617,26402.64,17,13201.32,1320.132,4.25,1,9,1320.132,0
1618,59005.9,8,29502.95,2950.295,2,5,9,0,2950.295
1619,690.07,112,172.5175,17.25175,16.8,1,14,0,17.25175
1620,19241.92,118,9620.96,962.096,29.5,5,8,0,962.096
1621,17011.7,27,8505.85,850.585,6.75,4,7,850.585,0
1622,10871.09,32,5435.545,543.5545,8,4,7,543.5545,0
1623,21872.19,192,10936.095,1093.6095,48,1,6,0,1093.6095
1624,8650.87,77,2162.7175,216.27175,11.55,2,14,0,216.27175
1625,20862.09,19,10431.045,1043.1045,4.75,2,7,0,1043.1045
1626,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765,0
1627,17491.75,106,8745.875,874.5875,26.5,2,6,0,874.5875
1628,8580.86,37,2145.215,214.5215,5.55,5,17,0,429.043
1629,11141.11,12,5570.555,557.0555,3,3,8,557.0555,0
1630,2400.24,50,600.06,60.006,7.5,2,17,0,120.012
1631,0,0,0,0,0,0,0,0,0
1632,9900.99,8,2475.2475,247.52475,1.2,4,11,0,247.52475
1633,5590.56,23,1397.64,139.764,3.45,4,20,0,279.528
1634,0,0,0,0,0,0,0,0,0
1635,43004.3,160,21502.15,2150.215,40,5,8,0,2150.215
1636,2840.28,24,710.07,71.007,3.6,4,15,0,71.007
1637,22462.25,43,11231.125,1123.1125,10.75,2,9,1123.1125,0
1638,1030.1,83,257.525,25.7525,12.45,1,14,0,25.7525
1639,3760.38,5,940.095,94.0095,0.75,5,11,0,94.0095
1640,20892.09,106,10446.045,1044.6045,26.5,5,5,0,1044.6045
1641,42004.2,262,21002.1,2100.21,65.5,5,10,0,2100.21
1642,22202.22,82,11101.11,1110.111,20.5,2,5,1110.111,0
1643,11721.17,5,5860.585,586.0585,1.25,3,5,586.0585,0
1644,8560.86,99,2140.215,214.0215,14.85,4,15,0,428.043
1645,45004.5,26,22502.25,2250.225,6.5,3,8,0,2250.225
1646,29002.9,154,14501.45,1450.145,38.5,3,5,1450.145,0
1647,45004.5,61,22502.25,2250.225,15.25,4,6,0,2250.225
1648,33003.3,35,16501.65,1650.165,8.75,1,8,0,1650.165
1649,14001.4,9,7000.7,700.07,2.25,3,9,700.07,0
1650,28002.8,38,14001.4,1400.14,9.5,5,10,1400.14,0
1651,28452.85,106,14226.425,1422.6425,26.5,2,5,1422.6425,0
1652,13961.4,96,6980.7,698.07,24,1,8,698.07,0
1653,21002.1,6,10501.05,1050.105,1.5,4,10,0,1050.105
1654,29492.95,13,14746.475,1474.6475,3.25,4,6,1474.6475,0
1655,3670.37,25,917.5925,91.75925,3.75,4,12,0,91.75925
1656,5030.5,76,1257.625,125.7625,11.4,4,15,0,125.7625
1657,21412.14,85,10706.07,1070.607,21.25,2,6,0,1070.607
1658,3010.3,37,752.575,75.2575,5.55,5,12,0,75.2575
1659,20922.09,9,10461.045,1046.1045,2.25,5,9,0,1046.1045
1660,3300.33,40,825.0825,82.50825,6,4,10,0,82.50825
1661,18601.86,8,9300.93,930.093,2,2,7,0,930.093
